timestamp_utc,topic,device,mode,seq,temp,humidity,light,inter_arrival_ms,label
2026-05-15T14:26:03.612Z,netguard/attacker,esp32_3,DOS_FLOOD,43,-1,-1,-1,191,DOS_FLOOD
2026-05-15T14:26:04.014Z,netguard/attacker,esp32_3,DOS_FLOOD,45,-1,-1,-1,402,DOS_FLOOD
2026-05-15T14:26:04.311Z,netguard/attacker,esp32_3,DOS_FLOOD,46,-1,-1,-1,296,DOS_FLOOD
2026-05-15T14:26:04.507Z,netguard/attacker,esp32_3,DOS_FLOOD,47,-1,-1,-1,196,DOS_FLOOD
2026-05-15T14:26:04.702Z,netguard/attacker,esp32_3,DOS_FLOOD,48,-1,-1,-1,194,DOS_FLOOD
2026-05-15T14:26:04.922Z,netguard/attacker,esp32_3,DOS_FLOOD,49,-1,-1,-1,219,DOS_FLOOD
2026-05-15T14:26:05.244Z,netguard/attacker,esp32_3,DOS_FLOOD,50,-1,-1,-1,322,DOS_FLOOD
2026-05-15T14:26:05.441Z,netguard/attacker,esp32_3,DOS_FLOOD,51,-1,-1,-1,197,DOS_FLOOD
2026-05-15T14:26:05.771Z,netguard/attacker,esp32_3,DOS_FLOOD,52,-1,-1,-1,330,DOS_FLOOD
2026-05-15T14:26:06.066Z,netguard/attacker,esp32_3,DOS_FLOOD,53,-1,-1,-1,295,DOS_FLOOD
2026-05-15T14:26:06.270Z,netguard/attacker,esp32_3,DOS_FLOOD,54,-1,-1,-1,203,DOS_FLOOD
2026-05-15T14:26:06.521Z,netguard/attacker,esp32_3,DOS_FLOOD,55,-1,-1,-1,251,DOS_FLOOD
2026-05-15T14:26:06.874Z,netguard/attacker,esp32_3,DOS_FLOOD,56,-1,-1,-1,352,DOS_FLOOD
2026-05-15T14:26:07.184Z,netguard/attacker,esp32_3,DOS_FLOOD,57,-1,-1,-1,310,DOS_FLOOD
2026-05-15T14:26:07.397Z,netguard/attacker,esp32_3,DOS_FLOOD,58,-1,-1,-1,212,DOS_FLOOD
2026-05-15T14:26:07.591Z,netguard/attacker,esp32_3,DOS_FLOOD,59,-1,-1,-1,194,DOS_FLOOD
2026-05-15T14:26:07.850Z,netguard/attacker,esp32_3,DOS_FLOOD,60,-1,-1,-1,259,DOS_FLOOD
2026-05-15T14:26:08.402Z,netguard/attacker,esp32_3,DOS_FLOOD,62,-1,-1,-1,552,DOS_FLOOD
2026-05-15T14:26:08.762Z,netguard/attacker,esp32_3,DOS_FLOOD,63,-1,-1,-1,359,DOS_FLOOD
2026-05-15T14:26:08.958Z,netguard/attacker,esp32_3,DOS_FLOOD,64,-1,-1,-1,196,DOS_FLOOD
2026-05-15T14:26:09.189Z,netguard/attacker,esp32_3,DOS_FLOOD,65,-1,-1,-1,230,DOS_FLOOD
2026-05-15T14:26:09.313Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,92,9534,LEGITIMATE
2026-05-15T14:26:09.351Z,netguard/attacker,esp32_3,DOS_FLOOD,66,-1,-1,-1,161,DOS_FLOOD
2026-05-15T14:26:09.691Z,netguard/attacker,esp32_3,DOS_FLOOD,67,-1,-1,-1,340,DOS_FLOOD
2026-05-15T14:26:09.907Z,netguard/attacker,esp32_3,DOS_FLOOD,68,-1,-1,-1,216,DOS_FLOOD
2026-05-15T14:26:10.156Z,netguard/attacker,esp32_3,DOS_FLOOD,69,-1,-1,-1,249,DOS_FLOOD
2026-05-15T14:26:10.491Z,netguard/attacker,esp32_3,DOS_FLOOD,70,-1,-1,-1,334,DOS_FLOOD
2026-05-15T14:26:10.809Z,netguard/attacker,esp32_3,DOS_FLOOD,71,-1,-1,-1,318,DOS_FLOOD
2026-05-15T14:26:11.005Z,netguard/attacker,esp32_3,DOS_FLOOD,72,-1,-1,-1,195,DOS_FLOOD
2026-05-15T14:26:11.272Z,netguard/attacker,esp32_3,DOS_FLOOD,73,-1,-1,-1,267,DOS_FLOOD
2026-05-15T14:26:11.557Z,netguard/attacker,esp32_3,DOS_FLOOD,74,-1,-1,-1,284,DOS_FLOOD
2026-05-15T14:26:11.810Z,netguard/attacker,esp32_3,DOS_FLOOD,75,-1,-1,-1,252,DOS_FLOOD
2026-05-15T14:26:12.126Z,netguard/attacker,esp32_3,DOS_FLOOD,76,-1,-1,-1,315,DOS_FLOOD
2026-05-15T14:26:12.388Z,netguard/attacker,esp32_3,DOS_FLOOD,77,-1,-1,-1,262,DOS_FLOOD
2026-05-15T14:26:12.666Z,netguard/attacker,esp32_3,DOS_FLOOD,78,-1,-1,-1,277,DOS_FLOOD
2026-05-15T14:26:12.821Z,netguard/attacker,esp32_3,DOS_FLOOD,79,-1,-1,-1,155,DOS_FLOOD
2026-05-15T14:26:13.153Z,netguard/attacker,esp32_3,DOS_FLOOD,80,-1,-1,-1,332,DOS_FLOOD
2026-05-15T14:26:13.349Z,netguard/attacker,esp32_3,DOS_FLOOD,81,-1,-1,-1,196,DOS_FLOOD
2026-05-15T14:26:13.545Z,netguard/attacker,esp32_3,DOS_FLOOD,82,-1,-1,-1,195,DOS_FLOOD
2026-05-15T14:26:13.811Z,netguard/attacker,esp32_3,DOS_FLOOD,83,-1,-1,-1,265,DOS_FLOOD
2026-05-15T14:26:14.030Z,netguard/attacker,esp32_3,DOS_FLOOD,84,-1,-1,-1,219,DOS_FLOOD
2026-05-15T14:26:14.201Z,netguard/attacker,esp32_3,DOS_FLOOD,85,-1,-1,-1,170,DOS_FLOOD
2026-05-15T14:26:14.526Z,netguard/attacker,esp32_3,DOS_FLOOD,86,-1,-1,-1,325,DOS_FLOOD
2026-05-15T14:26:14.613Z,netguard/attacker,esp32_3,DOS_FLOOD,87,-1,-1,-1,86,DOS_FLOOD
2026-05-15T14:26:14.877Z,netguard/attacker,esp32_3,DOS_FLOOD,88,-1,-1,-1,263,DOS_FLOOD
2026-05-15T14:26:15.072Z,netguard/attacker,esp32_3,DOS_FLOOD,89,-1,-1,-1,195,DOS_FLOOD
2026-05-15T14:26:15.284Z,netguard/attacker,esp32_3,DOS_FLOOD,90,-1,-1,-1,211,DOS_FLOOD
2026-05-15T14:26:15.570Z,netguard/attacker,esp32_3,DOS_FLOOD,91,-1,-1,-1,286,DOS_FLOOD
2026-05-15T14:26:15.796Z,netguard/attacker,esp32_3,DOS_FLOOD,92,-1,-1,-1,225,DOS_FLOOD
2026-05-15T14:26:16.045Z,netguard/attacker,esp32_3,DOS_FLOOD,93,-1,-1,-1,249,DOS_FLOOD
2026-05-15T14:26:16.340Z,netguard/attacker,esp32_3,DOS_FLOOD,94,-1,-1,-1,294,DOS_FLOOD
2026-05-15T14:26:16.521Z,netguard/attacker,esp32_3,DOS_FLOOD,95,-1,-1,-1,181,DOS_FLOOD
2026-05-15T14:26:16.718Z,netguard/attacker,esp32_3,DOS_FLOOD,96,-1,-1,-1,196,DOS_FLOOD
2026-05-15T14:26:16.942Z,netguard/attacker,esp32_3,DOS_FLOOD,97,-1,-1,-1,224,DOS_FLOOD
2026-05-15T14:26:17.251Z,netguard/attacker,esp32_3,DOS_FLOOD,98,-1,-1,-1,308,DOS_FLOOD
2026-05-15T14:26:17.465Z,netguard/attacker,esp32_3,DOS_FLOOD,99,-1,-1,-1,213,DOS_FLOOD
2026-05-15T14:26:17.671Z,netguard/attacker,esp32_3,DOS_FLOOD,100,-1,-1,-1,205,DOS_FLOOD
2026-05-15T14:26:17.866Z,netguard/attacker,esp32_3,DOS_FLOOD,101,-1,-1,-1,195,DOS_FLOOD
2026-05-15T14:26:18.240Z,netguard/attacker,esp32_3,DOS_FLOOD,102,-1,-1,-1,373,DOS_FLOOD
2026-05-15T14:26:18.317Z,netguard/attacker,esp32_3,DOS_FLOOD,103,-1,-1,-1,77,DOS_FLOOD
2026-05-15T14:26:19.799Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,57,10486,LEGITIMATE
2026-05-15T14:26:19.909Z,netguard/attacker,esp32_3,DOS_FLOOD,104,-1,-1,-1,1591,DOS_FLOOD
2026-05-15T14:26:19.913Z,netguard/attacker,esp32_3,DOS_FLOOD,105,-1,-1,-1,3,DOS_FLOOD
2026-05-15T14:26:19.916Z,netguard/attacker,esp32_3,DOS_FLOOD,106,-1,-1,-1,3,DOS_FLOOD
2026-05-15T14:26:19.919Z,netguard/attacker,esp32_3,DOS_FLOOD,107,-1,-1,-1,2,DOS_FLOOD
2026-05-15T14:26:19.921Z,netguard/attacker,esp32_3,DOS_FLOOD,108,-1,-1,-1,1,DOS_FLOOD
2026-05-15T14:26:19.925Z,netguard/attacker,esp32_3,DOS_FLOOD,109,-1,-1,-1,3,DOS_FLOOD
2026-05-15T14:26:20.114Z,netguard/attacker,esp32_3,DOS_FLOOD,110,-1,-1,-1,189,DOS_FLOOD
2026-05-15T14:26:20.268Z,netguard/attacker,esp32_3,DOS_FLOOD,111,-1,-1,-1,154,DOS_FLOOD
2026-05-15T14:26:20.475Z,netguard/attacker,esp32_3,NORMAL,112,-1,-1,-1,206,NORMAL
2026-05-15T14:26:25.144Z,netguard/attacker,esp32_3,NORMAL,113,-1,-1,-1,4669,NORMAL
2026-05-15T14:26:25.491Z,netguard/device1,esp32_1,LEGITIMATE,-1,22.81,53.6,-1,22886,LEGITIMATE
2026-05-15T14:26:29.746Z,netguard/attacker,esp32_3,NORMAL,114,-1,-1,-1,4602,NORMAL
2026-05-15T14:26:31.005Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,50,11205,LEGITIMATE
2026-05-15T14:26:33.862Z,netguard/device1,esp32_1,LEGITIMATE,-1,22.87,53.7,-1,8371,LEGITIMATE
2026-05-15T14:26:35.110Z,netguard/attacker,esp32_3,NORMAL,115,-1,-1,-1,5364,NORMAL
2026-05-15T14:26:39.251Z,netguard/attacker,esp32_3,NORMAL,116,-1,-1,-1,4140,NORMAL
2026-05-15T14:26:41.323Z,netguard/device1,esp32_1,LEGITIMATE,-1,22.63,54.4,-1,7461,LEGITIMATE
2026-05-15T14:26:42.097Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,62,11091,LEGITIMATE
2026-05-15T14:26:45.063Z,netguard/attacker,esp32_3,NORMAL,117,-1,-1,-1,5811,NORMAL
2026-05-15T14:26:48.090Z,netguard/device1,esp32_1,LEGITIMATE,-1,22.3,54.9,-1,6766,LEGITIMATE
2026-05-15T14:26:50.781Z,netguard/attacker,esp32_3,NORMAL,118,-1,-1,-1,5718,NORMAL
2026-05-15T14:26:53.674Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,50,11576,LEGITIMATE
2026-05-15T14:26:54.959Z,netguard/attacker,esp32_3,NORMAL,119,-1,-1,-1,4177,NORMAL
2026-05-15T14:26:58.314Z,netguard/device1,esp32_1,LEGITIMATE,-1,21.78,55.5,-1,10224,LEGITIMATE
2026-05-15T14:26:59.867Z,netguard/attacker,esp32_3,NORMAL,120,-1,-1,-1,4908,NORMAL
2026-05-15T14:27:00.450Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,84,6776,LEGITIMATE
2026-05-15T14:27:05.288Z,netguard/attacker,esp32_3,NORMAL,121,-1,-1,-1,5421,NORMAL
2026-05-15T14:27:07.401Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,50,6951,LEGITIMATE
2026-05-15T14:27:10.264Z,netguard/attacker,esp32_3,NORMAL,122,-1,-1,-1,4975,NORMAL
2026-05-15T14:27:12.270Z,netguard/device1,esp32_1,LEGITIMATE,-1,21.66,56.0,-1,13955,LEGITIMATE
2026-05-15T14:27:15.133Z,netguard/attacker,esp32_3,NORMAL,123,-1,-1,-1,4869,NORMAL
2026-05-15T14:27:18.951Z,netguard/device1,esp32_1,LEGITIMATE,-1,22.05,56.1,-1,6681,LEGITIMATE
2026-05-15T14:27:19.895Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,50,12493,LEGITIMATE
2026-05-15T14:27:20.414Z,netguard/attacker,esp32_3,NORMAL,124,-1,-1,-1,5280,NORMAL
2026-05-15T14:27:24.867Z,netguard/device1,esp32_1,LEGITIMATE,-1,21.85,56.8,-1,5915,LEGITIMATE
2026-05-15T14:27:24.949Z,netguard/attacker,esp32_3,NORMAL,125,-1,-1,-1,4534,NORMAL
2026-05-15T14:27:30.714Z,netguard/attacker,esp32_3,NORMAL,126,-1,-1,-1,5765,NORMAL
2026-05-15T14:27:30.759Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,50,10863,LEGITIMATE
2026-05-15T14:27:33.495Z,netguard/device1,esp32_1,LEGITIMATE,-1,21.46,56.7,-1,8628,LEGITIMATE
2026-05-15T14:27:36.152Z,netguard/attacker,esp32_3,NORMAL,127,-1,-1,-1,5437,NORMAL
2026-05-15T14:27:41.880Z,netguard/attacker,esp32_3,NORMAL,128,-1,-1,-1,5727,NORMAL
2026-05-15T14:27:42.316Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,50,11556,LEGITIMATE
2026-05-15T14:27:46.573Z,netguard/device1,esp32_1,LEGITIMATE,-1,21.68,57.1,-1,13077,LEGITIMATE
2026-05-15T14:27:46.877Z,netguard/attacker,esp32_3,NORMAL,129,-1,-1,-1,4997,NORMAL
2026-05-15T14:27:50.240Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,58,7924,LEGITIMATE
2026-05-15T14:27:51.950Z,netguard/attacker,esp32_3,NORMAL,130,-1,-1,-1,5073,NORMAL
2026-05-15T14:27:56.547Z,netguard/attacker,esp32_3,NORMAL,131,-1,-1,-1,4596,NORMAL
2026-05-15T14:27:58.453Z,netguard/device1,esp32_1,LEGITIMATE,-1,20.81,57.5,-1,11880,LEGITIMATE
2026-05-15T14:27:58.717Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,84,8477,LEGITIMATE
2026-05-15T14:28:01.239Z,netguard/attacker,esp32_3,NORMAL,132,-1,-1,-1,4692,NORMAL
2026-05-15T14:28:05.729Z,netguard/attacker,esp32_3,DOS_FLOOD,133,-1,-1,-1,4490,DOS_FLOOD
2026-05-15T14:28:06.003Z,netguard/attacker,esp32_3,DOS_FLOOD,134,-1,-1,-1,274,DOS_FLOOD
2026-05-15T14:28:06.336Z,netguard/attacker,esp32_3,DOS_FLOOD,135,-1,-1,-1,333,DOS_FLOOD
2026-05-15T14:28:06.680Z,netguard/attacker,esp32_3,DOS_FLOOD,136,-1,-1,-1,343,DOS_FLOOD
2026-05-15T14:28:06.956Z,netguard/attacker,esp32_3,DOS_FLOOD,137,-1,-1,-1,276,DOS_FLOOD
2026-05-15T14:28:07.150Z,netguard/attacker,esp32_3,DOS_FLOOD,138,-1,-1,-1,194,DOS_FLOOD
2026-05-15T14:28:07.358Z,netguard/attacker,esp32_3,DOS_FLOOD,139,-1,-1,-1,207,DOS_FLOOD
2026-05-15T14:28:07.749Z,netguard/attacker,esp32_3,DOS_FLOOD,140,-1,-1,-1,390,DOS_FLOOD
2026-05-15T14:28:08.003Z,netguard/attacker,esp32_3,DOS_FLOOD,141,-1,-1,-1,254,DOS_FLOOD
2026-05-15T14:28:08.323Z,netguard/attacker,esp32_3,DOS_FLOOD,142,-1,-1,-1,320,DOS_FLOOD
2026-05-15T14:28:08.538Z,netguard/attacker,esp32_3,DOS_FLOOD,143,-1,-1,-1,214,DOS_FLOOD
2026-05-15T14:28:08.734Z,netguard/attacker,esp32_3,DOS_FLOOD,144,-1,-1,-1,196,DOS_FLOOD
2026-05-15T14:28:08.926Z,netguard/attacker,esp32_3,DOS_FLOOD,145,-1,-1,-1,191,DOS_FLOOD
2026-05-15T14:28:09.130Z,netguard/attacker,esp32_3,DOS_FLOOD,146,-1,-1,-1,203,DOS_FLOOD
2026-05-15T14:28:09.326Z,netguard/attacker,esp32_3,DOS_FLOOD,147,-1,-1,-1,196,DOS_FLOOD
2026-05-15T14:28:09.646Z,netguard/attacker,esp32_3,DOS_FLOOD,148,-1,-1,-1,320,DOS_FLOOD
2026-05-15T14:28:09.929Z,netguard/attacker,esp32_3,DOS_FLOOD,149,-1,-1,-1,282,DOS_FLOOD
2026-05-15T14:28:10.158Z,netguard/attacker,esp32_3,DOS_FLOOD,150,-1,-1,-1,229,DOS_FLOOD
2026-05-15T14:28:10.381Z,netguard/attacker,esp32_3,DOS_FLOOD,151,-1,-1,-1,223,DOS_FLOOD
2026-05-15T14:28:10.688Z,netguard/attacker,esp32_3,DOS_FLOOD,152,-1,-1,-1,307,DOS_FLOOD
2026-05-15T14:28:10.894Z,netguard/attacker,esp32_3,DOS_FLOOD,153,-1,-1,-1,205,DOS_FLOOD
2026-05-15T14:28:11.137Z,netguard/attacker,esp32_3,DOS_FLOOD,154,-1,-1,-1,243,DOS_FLOOD
2026-05-15T14:28:11.140Z,netguard/device1,esp32_1,LEGITIMATE,-1,20.85,58.2,-1,12686,LEGITIMATE
2026-05-15T14:28:11.329Z,netguard/attacker,esp32_3,DOS_FLOOD,155,-1,-1,-1,191,DOS_FLOOD
2026-05-15T14:28:11.613Z,netguard/attacker,esp32_3,DOS_FLOOD,156,-1,-1,-1,283,DOS_FLOOD
2026-05-15T14:28:11.675Z,netguard/device2,esp32_2,LEGITIMATE,-1,-1,-1,50,12957,LEGITIMATE
2026-05-15T14:28:11.808Z,netguard/attacker,esp32_3,DOS_FLOOD,157,-1,-1,-1,195,DOS_FLOOD
2026-05-15T14:28:12.005Z,netguard/attacker,esp32_3,DOS_FLOOD,158,-1,-1,-1,196,DOS_FLOOD
2026-05-15T14:28:12.197Z,netguard/attacker,esp32_3,DOS_FLOOD,159,-1,-1,-1,191,DOS_FLOOD
2026-05-15T14:28:12.394Z,netguard/attacker,esp32_3,DOS_FLOOD,160,-1,-1,-1,197,DOS_FLOOD
2026-05-15T14:28:12.585Z,netguard/attacker,esp32_3,DOS_FLOOD,161,-1,-1,-1,191,DOS_FLOOD
2026-05-15T14:28:12.781Z,netguard/attacker,esp32_3,DOS_FLOOD,162,-1,-1,-1,195,DOS_FLOOD
2026-05-15T14:28:12.979Z,netguard/attacker,esp32_3,DOS_FLOOD,163,-1,-1,-1,198,DOS_FLOOD
2026-05-15T14:28:13.176Z,netguard/attacker,esp32_3,DOS_FLOOD,164,-1,-1,-1,196,DOS_FLOOD
2026-05-15T14:28:13.368Z,netguard/attacker,esp32_3,DOS_FLOOD,165,-1,-1,-1,191,DOS_FLOOD
2026-05-15T14:28:13.611Z,netguard/attacker,esp32_3,DOS_FLOOD,166,-1,-1,-1,242,DOS_FLOOD
2026-05-15T14:28:13.803Z,netguard/attacker,esp32_3,DOS_FLOOD,167,-1,-1,-1,192,DOS_FLOOD
2026-05-15T14:28:14.251Z,netguard/attacker,esp32_3,DOS_FLOOD,169,-1,-1,-1,447,DOS_FLOOD
2026-05-15T14:28:14.466Z,netguard/attacker,esp32_3,DOS_FLOOD,170,-1,-1,-1,214,DOS_FLOOD
2026-05-15T14:28:14.691Z,netguard/attacker,esp32_3,DOS_FLOOD,171,-1,-1,-1,224,DOS_FLOOD
2026-05-15T14:28:15.030Z,netguard/attacker,esp32_3,DOS_FLOOD,172,-1,-1,-1,339,DOS_FLOOD
2026-05-15T14:28:15.088Z,netguard/attacker,esp32_3,DOS_FLOOD,173,-1,-1,-1,58,DOS_FLOOD
2026-05-15T14:28:15.346Z,netguard/attacker,esp32_3,DOS_FLOOD,174,-1,-1,-1,258,DOS_FLOOD
2026-05-15T14:28:15.569Z,netguard/attacker,esp32_3,DOS_FLOOD,175,-1,-1,-1,222,DOS_FLOOD
2026-05-15T14:28:15.907Z,netguard/attacker,esp32_3,DOS_FLOOD,176,-1,-1,-1,338,DOS_FLOOD
2026-05-15T14:28:16.057Z,netguard/attacker,esp32_3,DOS_FLOOD,177,-1,-1,-1,150,DOS_FLOOD
2026-05-15T14:28:16.370Z,netguard/attacker,esp32_3,DOS_FLOOD,178,-1,-1,-1,312,DOS_FLOOD
2026-05-15T14:28:16.651Z,netguard/attacker,esp32_3,DOS_FLOOD,179,-1,-1,-1,281,DOS_FLOOD
2026-05-15T14:28:16.979Z,netguard/attacker,esp32_3,DOS_FLOOD,180,-1,-1,-1,327,DOS_FLOOD
2026-05-15T14:28:17.272Z,netguard/attacker,esp32_3,DOS_FLOOD,181,-1,-1,-1,293,DOS_FLOOD
2026-05-15T14:28:17.588Z,netguard/attacker,esp32_3,DOS_FLOOD,182,-1,-1,-1,315,DOS_FLOOD
2026-05-15T14:28:17.788Z,netguard/attacker,esp32_3,DOS_FLOOD,183,-1,-1,-1,200,DOS_FLOOD
